contract_transaction_unique_key,contract_award_unique_key,award_id_piid,modification_number,transaction_number,parent_award_agency_id,parent_award_agency_name,parent_award_id_piid,parent_award_modification_number,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award
7022_-NONE-_70FBTX21P00000005_0_-NONE-_0,CONT_AWD_70FBTX21P00000005_7022_-NONE-_-NONE-,70FBTX21P00000005,0,0,,,,,98728.41,98728.41,98728.41,98728.41
9700_9700_SPE4A721FAJ5H_0_SPE4AX16D9008_0,CONT_AWD_SPE4A721FAJ5H_9700_SPE4AX16D9008_9700,SPE4A721FAJ5H,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,2068.86,2068.86,2068.86,2068.86
4732_4732_47QSHA21F4EHA_0_GS06Q16GVAM024_0,CONT_AWD_47QSHA21F4EHA_4732_GS06Q16GVAM024_4732,47QSHA21F4EHA,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q16GVAM024,PS0018,6.09,6.09,6.09,6.09
9700_9700_SPE2DX21FS3ZC_0_SPE2DX15D2009_0,CONT_AWD_SPE2DX21FS3ZC_9700_SPE2DX15D2009_9700,SPE2DX21FS3ZC,0,0,9700,DEPT OF DEFENSE,SPE2DX15D2009,0,1020.05,1020.05,1020.05,1020.05
9700_-NONE-_SPE4A621V102R_0_-NONE-_0,CONT_AWD_SPE4A621V102R_9700_-NONE-_-NONE-,SPE4A621V102R,0,0,,,,,1210,1210,1210,1210
9700_9700_SPE3SU21F23GQ_0_SPE30018DA330_0,CONT_AWD_SPE3SU21F23GQ_9700_SPE30018DA330_9700,SPE3SU21F23GQ,0,0,9700,DEPT OF DEFENSE,SPE30018DA330,0,660.95,660.95,660.95,660.95
9700_9700_SPE2DB21FH6A6_0_SPE2DB20D3101_0,CONT_AWD_SPE2DB21FH6A6_9700_SPE2DB20D3101_9700,SPE2DB21FH6A6,0,0,9700,DEPT OF DEFENSE,SPE2DB20D3101,0,374.76,374.76,374.76,374.76
4732_4732_47QSHA21F487J_0_GS06Q16GVAM002_0,CONT_AWD_47QSHA21F487J_4732_GS06Q16GVAM002_4732,47QSHA21F487J,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q16GVAM002,PS0023,7.82,7.82,7.82,7.82
9700_9700_SPE2D621F23WE_0_SPE2DE17D0010_0,CONT_AWD_SPE2D621F23WE_9700_SPE2DE17D0010_9700,SPE2D621F23WE,0,0,9700,DEPT OF DEFENSE,SPE2DE17D0010,0,243.78,243.78,243.78,243.78
8000_-NONE-_80NSSC20P1871_P00001_-NONE-_0,CONT_AWD_80NSSC20P1871_8000_-NONE-_-NONE-,80NSSC20P1871,P00001,0,,,,,0,111523,0,111523
9700_-NONE-_SPE7L021V1029_0_-NONE-_0,CONT_AWD_SPE7L021V1029_9700_-NONE-_-NONE-,SPE7L021V1029,0,0,,,,,3994.75,3994.75,3994.75,3994.75
9700_9700_SPE7M121FA892_0_SPE7LX16D0023_0,CONT_AWD_SPE7M121FA892_9700_SPE7LX16D0023_9700,SPE7M121FA892,0,0,9700,DEPT OF DEFENSE,SPE7LX16D0023,ARZ999,35.72,35.72,35.72,35.72
9700_9700_SPE8EX21F7263_0_SPE8EH19D0015_0,CONT_AWD_SPE8EX21F7263_9700_SPE8EH19D0015_9700,SPE8EX21F7263,0,0,9700,DEPT OF DEFENSE,SPE8EH19D0015,0,12787.58,12787.58,12787.58,12787.58
9700_9700_SPE1C121F5027_0_SPE1C121D1451_0,CONT_AWD_SPE1C121F5027_9700_SPE1C121D1451_9700,SPE1C121F5027,0,0,9700,DEPT OF DEFENSE,SPE1C121D1451,0,1356000,1356000,1356000,1356000
4732_4732_47QSCC21F0Z7V_0_47QSCC18D0001_0,CONT_AWD_47QSCC21F0Z7V_4732_47QSCC18D0001_4732,47QSCC21F0Z7V,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC18D0001,PS0010,450.75,450.75,450.75,450.75
4732_4732_47QSWA21F6W7M_0_47QSWA20A0012_0,CONT_AWD_47QSWA21F6W7M_4732_47QSWA20A0012_4732,47QSWA21F6W7M,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA20A0012,0,110.7,110.7,110.7,110.7
9700_9700_SPE7MX21FA6E0_0_SPE7MX16D0046_0,CONT_AWD_SPE7MX21FA6E0_9700_SPE7MX16D0046_9700,SPE7MX21FA6E0,0,0,9700,DEPT OF DEFENSE,SPE7MX16D0046,0,180.56,180.56,180.56,180.56
9700_9700_SPE2DM21FG0DZ_0_SPE2DM20D2507_0,CONT_AWD_SPE2DM21FG0DZ_9700_SPE2DM20D2507_9700,SPE2DM21FG0DZ,0,0,9700,DEPT OF DEFENSE,SPE2DM20D2507,0,4554.8,4554.8,4554.8,4554.8
4732_-NONE-_GS10F011CA_PS0031_-NONE-_-NONE-,CONT_IDV_GS10F011CA_4732,GS10F011CA,PS0031,,,,,,0,0,,
9700_9700_SPE30021F1B95_0_SPE30020DV364_0,CONT_AWD_SPE30021F1B95_9700_SPE30020DV364_9700,SPE30021F1B95,0,0,9700,DEPT OF DEFENSE,SPE30020DV364,0,69.5,69.5,69.5,69.5
9700_9700_SPE7LX21FAKE5_0_SPE7M121D0002_0,CONT_AWD_SPE7LX21FAKE5_9700_SPE7M121D0002_9700,SPE7LX21FAKE5,0,0,9700,DEPT OF DEFENSE,SPE7M121D0002,0,17.97,17.97,17.97,17.97
9700_9700_SPE2DV21F0DFZ_0_SPE2DV17D1047_0,CONT_AWD_SPE2DV21F0DFZ_9700_SPE2DV17D1047_9700,SPE2DV21F0DFZ,0,0,9700,DEPT OF DEFENSE,SPE2DV17D1047,0,1434.65,1434.65,1434.65,1434.65
9700_9700_SPE3SU21FK4AB_0_SPE30018DS722_0,CONT_AWD_SPE3SU21FK4AB_9700_SPE30018DS722_9700,SPE3SU21FK4AB,0,0,9700,DEPT OF DEFENSE,SPE30018DS722,0,2206.69,2206.69,2206.69,2206.69
9700_9700_SPE7L121F03Q2_0_SPE7LX19D0029_0,CONT_AWD_SPE7L121F03Q2_9700_SPE7LX19D0029_9700,SPE7L121F03Q2,0,0,9700,DEPT OF DEFENSE,SPE7LX19D0029,0,1082.11,1082.11,1082.11,1082.11
4732_-NONE-_GS10F011CA_PSA832_-NONE-_-NONE-,CONT_IDV_GS10F011CA_4732,GS10F011CA,PSA832,,,,,,0,0,,
9700_9700_SPE2DV21FK0EK_0_SPE2DV17D3503_0,CONT_AWD_SPE2DV21FK0EK_9700_SPE2DV17D3503_9700,SPE2DV21FK0EK,0,0,9700,DEPT OF DEFENSE,SPE2DV17D3503,0,115.68,115.68,115.68,115.68
9700_9700_SPE2DV21FFY50_0_SPE2DV17D7001_0,CONT_AWD_SPE2DV21FFY50_9700_SPE2DV17D7001_9700,SPE2DV21FFY50,0,0,9700,DEPT OF DEFENSE,SPE2DV17D7001,0,77.9,77.9,77.9,77.9
9700_9700_SPE2DV21FTKTT_0_SPE2DV17D0200_0,CONT_AWD_SPE2DV21FTKTT_9700_SPE2DV17D0200_9700,SPE2DV21FTKTT,0,0,9700,DEPT OF DEFENSE,SPE2DV17D0200,0,90.62,90.62,90.62,90.62
9700_9700_SPE3SU21F36EB_0_SPE30018DSA30_0,CONT_AWD_SPE3SU21F36EB_9700_SPE30018DSA30_9700,SPE3SU21F36EB,0,0,9700,DEPT OF DEFENSE,SPE30018DSA30,0,1883.2,1883.2,1883.2,1883.2
4732_4732_47QSEA21F979R_0_47QSEA20D008U_0,CONT_AWD_47QSEA21F979R_4732_47QSEA20D008U_4732,47QSEA21F979R,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20D008U,0,297.8,297.8,297.8,297.8
9700_-NONE-_SPE7M121V7099_0_-NONE-_0,CONT_AWD_SPE7M121V7099_9700_-NONE-_-NONE-,SPE7M121V7099,0,0,,,,,5217.96,5217.96,5217.96,5217.96
9700_9700_SPE2DX21FH3ZU_0_SPE2DX15D2005_0,CONT_AWD_SPE2DX21FH3ZU_9700_SPE2DX15D2005_9700,SPE2DX21FH3ZU,0,0,9700,DEPT OF DEFENSE,SPE2DX15D2005,0,6903.15,6903.15,6903.15,6903.15
4732_4732_47QSWA21F30ZY_0_47QSWA21A000G_0,CONT_AWD_47QSWA21F30ZY_4732_47QSWA21A000G_4732,47QSWA21F30ZY,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA21A000G,0,28.91,28.91,28.91,28.91
4732_4732_47QSWA21F0D01_0_47QSWA20A0013_0,CONT_AWD_47QSWA21F0D01_4732_47QSWA20A0013_4732,47QSWA21F0D01,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA20A0013,0,3840,3840,3840,3840
4732_4732_47QSHA21F1X55_0_GS06FDA197_0,CONT_AWD_47QSHA21F1X55_4732_GS06FDA197_4732,47QSHA21F1X55,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06FDA197,PO0024,13.41,13.41,13.41,13.41
9700_9700_SPE3SU21FKRLU_0_SPE30021DS366_0,CONT_AWD_SPE3SU21FKRLU_9700_SPE30021DS366_9700,SPE3SU21FKRLU,0,0,9700,DEPT OF DEFENSE,SPE30021DS366,0,539.45,539.45,539.45,539.45
4732_-NONE-_GS07F0194Y_PSA834_-NONE-_-NONE-,CONT_IDV_GS07F0194Y_4732,GS07F0194Y,PSA834,,,,,,0,0,,
4732_4732_47QSCC21F1FEF_0_47QSCC19A0003_0,CONT_AWD_47QSCC21F1FEF_4732_47QSCC19A0003_4732,47QSCC21F1FEF,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC19A0003,PS0006,577.8,577.8,577.8,577.8
4732_4730_47QSEA21F0ND3_0_GS35F0575U_0,CONT_AWD_47QSEA21F0ND3_4732_GS35F0575U_4730,47QSEA21F0ND3,0,0,4730,FEDERAL ACQUISITION SERVICE,GS35F0575U,PA0069ADDRESSCHG,228.25,228.25,228.25,228.25
4732_4732_47QSEA21F3SW8_0_47QSEA18C001J_0,CONT_AWD_47QSEA21F3SW8_4732_47QSEA18C001J_4732,47QSEA21F3SW8,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA18C001J,0,45.96,45.96,45.96,45.96
9700_9700_SPE2DB21FA6U0_0_SPE2DB20D1100_0,CONT_AWD_SPE2DB21FA6U0_9700_SPE2DB20D1100_9700,SPE2DB21FA6U0,0,0,9700,DEPT OF DEFENSE,SPE2DB20D1100,0,7225.82,7225.82,7225.82,7225.82
9700_9700_SPE2DB21FM38Q_0_SPE2DB20D2001_0,CONT_AWD_SPE2DB21FM38Q_9700_SPE2DB20D2001_9700,SPE2DB21FM38Q,0,0,9700,DEPT OF DEFENSE,SPE2DB20D2001,0,3523.32,3523.32,3523.32,3523.32
9700_-NONE-_SPE7M521P0787_0_-NONE-_0,CONT_AWD_SPE7M521P0787_9700_-NONE-_-NONE-,SPE7M521P0787,0,0,,,,,6885,6885,6885,6885
9700_9700_SPE2DB21FA6CY_0_SPE2DB20D3111_0,CONT_AWD_SPE2DB21FA6CY_9700_SPE2DB20D3111_9700,SPE2DB21FA6CY,0,0,9700,DEPT OF DEFENSE,SPE2DB20D3111,0,195.27,195.27,195.27,195.27
4732_4732_47QSEA21F5CT5_0_47QSEA20A000C_0,CONT_AWD_47QSEA21F5CT5_4732_47QSEA20A000C_4732,47QSEA21F5CT5,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A000C,PO0004,33.4,33.4,33.4,33.4
9700_9700_SPE3SU21F3T8M_0_SPE30020DS351_0,CONT_AWD_SPE3SU21F3T8M_9700_SPE30020DS351_9700,SPE3SU21F3T8M,0,0,9700,DEPT OF DEFENSE,SPE30020DS351,0,543.88,543.88,543.88,543.88
9700_9700_SPE3SU21FBP2M_0_SPE30017DS305_0,CONT_AWD_SPE3SU21FBP2M_9700_SPE30017DS305_9700,SPE3SU21FBP2M,0,0,9700,DEPT OF DEFENSE,SPE30017DS305,0,1505.77,1505.77,1505.77,1505.77
9700_9700_W9115118F0018_P00003_W9115116D0007_0,CONT_AWD_W9115118F0018_9700_W9115116D0007_9700,W9115118F0018,P00003,0,9700,DEPT OF DEFENSE,W9115116D0007,0,-6549.32,203469.11,0,614099
9700_9700_SPE3SU21F0TZG_0_SPE30017DS910_0,CONT_AWD_SPE3SU21F0TZG_9700_SPE30017DS910_9700,SPE3SU21F0TZG,0,0,9700,DEPT OF DEFENSE,SPE30017DS910,0,194.29,194.29,194.29,194.29
4732_4732_47QSHA21F2MNK_0_GS06Q16GVAM022_0,CONT_AWD_47QSHA21F2MNK_4732_GS06Q16GVAM022_4732,47QSHA21F2MNK,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q16GVAM022,PS0021,218.6,218.6,218.6,218.6
4740_4740_47PH0920F0051_PS0002_47PH0819D0031_0,CONT_AWD_47PH0920F0051_4740_47PH0819D0031_4740,47PH0920F0051,PS0002,0,4740,PUBLIC BUILDINGS SERVICE,47PH0819D0031,0,0,23290.75,0,23290.75
9700_9700_SPE60721FEPW0_0_SPE60719D0111_0,CONT_AWD_SPE60721FEPW0_9700_SPE60719D0111_9700,SPE60721FEPW0,0,0,9700,DEPT OF DEFENSE,SPE60719D0111,0,2958.31,2958.31,2958.31,2958.31
9700_9700_SPE3SU21F5Q2J_0_SPE30018DS315_0,CONT_AWD_SPE3SU21F5Q2J_9700_SPE30018DS315_9700,SPE3SU21F5Q2J,0,0,9700,DEPT OF DEFENSE,SPE30018DS315,0,237.69,237.69,237.69,237.69
9700_-NONE-_SPE7M021V6603_0_-NONE-_0,CONT_AWD_SPE7M021V6603_9700_-NONE-_-NONE-,SPE7M021V6603,0,0,,,,,28.55,28.55,28.55,28.55
9700_9700_SPE7M121FZ669_0_SPE7LX17DP077_0,CONT_AWD_SPE7M121FZ669_9700_SPE7LX17DP077_9700,SPE7M121FZ669,0,0,9700,DEPT OF DEFENSE,SPE7LX17DP077,0,860,403.77,860,403.77
7009_4730_70US0919F2GSA0116_P00005_GS33F0022P_0,CONT_AWD_70US0919F2GSA0116_7009_GS33F0022P_4730,70US0919F2GSA0116,P00005,0,4730,FEDERAL ACQUISITION SERVICE,GS33F0022P,29,2268890.06,7025202.5,2268890.06,7025202.5
9700_9700_SPE4A621FBQSS_0_SPE4AX16D9008_0,CONT_AWD_SPE4A621FBQSS_9700_SPE4AX16D9008_9700,SPE4A621FBQSS,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,327.6,327.6,327.6,327.6
9700_9700_FA852821F0007_0_FA852819D0015_0,CONT_AWD_FA852821F0007_9700_FA852819D0015_9700,FA852821F0007,0,0,9700,DEPT OF DEFENSE,FA852819D0015,0,10867816,10867816,10867816,10867816
4732_4732_47QSCC21F0RLW_0_47QSCC18A000A_0,CONT_AWD_47QSCC21F0RLW_4732_47QSCC18A000A_4732,47QSCC21F0RLW,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC18A000A,PS0002,163.05,163.05,163.05,163.05
9700_9700_SP450021F1409_P00002_SP450017D0017_0,CONT_AWD_SP450021F1409_9700_SP450017D0017_9700,SP450021F1409,P00002,0,9700,DEPT OF DEFENSE,SP450017D0017,0,10351.2,22491.2,10351.2,22491.2
9700_9700_SPE8ES21F379W_0_SPE8EG19D0103_0,CONT_AWD_SPE8ES21F379W_9700_SPE8EG19D0103_9700,SPE8ES21F379W,0,0,9700,DEPT OF DEFENSE,SPE8EG19D0103,0,254.94,254.94,254.94,254.94
1540_-NONE-_15B31020PVB230106_P00002_-NONE-_0,CONT_AWD_15B31020PVB230106_1540_-NONE-_-NONE-,15B31020PVB230106,P00002,0,,,,,621.52,621.52,621.52,621.52
4732_-NONE-_47QSWA21P08R0_0_-NONE-_0,CONT_AWD_47QSWA21P08R0_4732_-NONE-_-NONE-,47QSWA21P08R0,0,0,,,,,461.16,461.16,461.16,461.16
9700_9700_SPE8E321FB8JE_0_SPE8E321D0005_0,CONT_AWD_SPE8E321FB8JE_9700_SPE8E321D0005_9700,SPE8E321FB8JE,0,0,9700,DEPT OF DEFENSE,SPE8E321D0005,0,183.48,183.48,183.48,183.48
4732_4732_47QSMA21F1AZH_0_47QSMA19A08NA_0,CONT_AWD_47QSMA21F1AZH_4732_47QSMA19A08NA_4732,47QSMA21F1AZH,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSMA19A08NA,PS0007,1854.3,1854.3,1854.3,1854.3
4732_4732_47QSEA21F69ZP_0_47QSEA20A0009_0,CONT_AWD_47QSEA21F69ZP_4732_47QSEA20A0009_4732,47QSEA21F69ZP,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A0009,PA0008,96.65,96.65,96.65,96.65
9700_9700_SPE7M221FAYE8_0_SPE4AX16D9008_0,CONT_AWD_SPE7M221FAYE8_9700_SPE4AX16D9008_9700,SPE7M221FAYE8,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,220.56,220.56,220.56,220.56
9700_9700_SPE2DX21FBQMQ_0_SPE2DX15D8001_0,CONT_AWD_SPE2DX21FBQMQ_9700_SPE2DX15D8001_9700,SPE2DX21FBQMQ,0,0,9700,DEPT OF DEFENSE,SPE2DX15D8001,0,8.88,8.88,8.88,8.88
9700_9700_SPE8EJ21F2683_0_SPE8EJ17D0001_0,CONT_AWD_SPE8EJ21F2683_9700_SPE8EJ17D0001_9700,SPE8EJ21F2683,0,0,9700,DEPT OF DEFENSE,SPE8EJ17D0001,0,238.4,238.4,238.4,238.4
4732_4732_47QSEA21F5R06_0_47QSEA20A000C_0,CONT_AWD_47QSEA21F5R06_4732_47QSEA20A000C_4732,47QSEA21F5R06,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A000C,PO0004,64.17,64.17,64.17,64.17
9700_9700_SPE2DV21FRGP1_0_SPE2DV17D7004_0,CONT_AWD_SPE2DV21FRGP1_9700_SPE2DV17D7004_9700,SPE2DV21FRGP1,0,0,9700,DEPT OF DEFENSE,SPE2DV17D7004,0,28.5,28.5,28.5,28.5
9700_9700_SPE2D621F7E5B_0_SPE2DE19D0010_0,CONT_AWD_SPE2D621F7E5B_9700_SPE2DE19D0010_9700,SPE2D621F7E5B,0,0,9700,DEPT OF DEFENSE,SPE2DE19D0010,0,175.98,175.98,175.98,175.98
9700_9700_SPE7LX21F4729_0_SPE7LX17D0057_0,CONT_AWD_SPE7LX21F4729_9700_SPE7LX17D0057_9700,SPE7LX21F4729,0,0,9700,DEPT OF DEFENSE,SPE7LX17D0057,0,31256.52,31256.52,31256.52,31256.52
9700_9700_SPE3SU21F702E_0_SPE30020DS351_0,CONT_AWD_SPE3SU21F702E_9700_SPE30020DS351_9700,SPE3SU21F702E,0,0,9700,DEPT OF DEFENSE,SPE30020DS351,0,30136.13,30136.13,30136.13,30136.13
4732_4730_47QSEA21F1ZDK_0_GS02FW0003_0,CONT_AWD_47QSEA21F1ZDK_4732_GS02FW0003_4730,47QSEA21F1ZDK,0,0,4730,FEDERAL ACQUISITION SERVICE,GS02FW0003,PW0077,92.88,92.88,92.88,92.88
9700_-NONE-_SPE8E521V0052_0_-NONE-_0,CONT_AWD_SPE8E521V0052_9700_-NONE-_-NONE-,SPE8E521V0052,0,0,,,,,1675.6,1675.6,1675.6,1675.6
9700_9700_SPE60721FD5BH_0_SPE60719D0121_0,CONT_AWD_SPE60721FD5BH_9700_SPE60719D0121_9700,SPE60721FD5BH,0,0,9700,DEPT OF DEFENSE,SPE60719D0121,0,344.29,344.29,344.29,344.29
9700_9700_SPE7LX21F150J_0_SPE7M117D0001_0,CONT_AWD_SPE7LX21F150J_9700_SPE7M117D0001_9700,SPE7LX21F150J,0,0,9700,DEPT OF DEFENSE,SPE7M117D0001,0,57.3,57.3,57.3,57.3
9700_9700_SPE2D621F55Y9_0_SPE2DE18D0005_0,CONT_AWD_SPE2D621F55Y9_9700_SPE2DE18D0005_9700,SPE2D621F55Y9,0,0,9700,DEPT OF DEFENSE,SPE2DE18D0005,0,225.48,225.48,225.48,225.48
4732_4732_47QSEA21F717U_0_47QSEA20A000C_0,CONT_AWD_47QSEA21F717U_4732_47QSEA20A000C_4732,47QSEA21F717U,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A000C,PO0004,19.14,19.14,19.14,19.14
9700_9700_SPE2DV21FRSV5_0_SPE2DV17D7004_0,CONT_AWD_SPE2DV21FRSV5_9700_SPE2DV17D7004_9700,SPE2DV21FRSV5,0,0,9700,DEPT OF DEFENSE,SPE2DV17D7004,0,183.87,183.87,183.87,183.87
9700_9700_SPE2DV21F8K20_0_SPE2DV17D9104_0,CONT_AWD_SPE2DV21F8K20_9700_SPE2DV17D9104_9700,SPE2DV21F8K20,0,0,9700,DEPT OF DEFENSE,SPE2DV17D9104,0,134.92,134.92,134.92,134.92
4732_4732_47QSWA21F1GW2_0_47QSWA20A0012_0,CONT_AWD_47QSWA21F1GW2_4732_47QSWA20A0012_4732,47QSWA21F1GW2,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA20A0012,0,139.91,139.91,139.91,139.91
9700_9700_SPE7LX21F16B3_0_SPE7M117D0001_0,CONT_AWD_SPE7LX21F16B3_9700_SPE7M117D0001_9700,SPE7LX21F16B3,0,0,9700,DEPT OF DEFENSE,SPE7M117D0001,0,50.55,50.55,50.55,50.55
9700_9700_SPE7L121F273W_0_SPE7LX19D0029_0,CONT_AWD_SPE7L121F273W_9700_SPE7LX19D0029_9700,SPE7L121F273W,0,0,9700,DEPT OF DEFENSE,SPE7LX19D0029,0,1145.25,1145.25,1145.25,1145.25
4732_4730_47QSWA21F0Q6P_0_GS07FP0084_0,CONT_AWD_47QSWA21F0Q6P_4732_GS07FP0084_4730,47QSWA21F0Q6P,0,0,4730,FEDERAL ACQUISITION SERVICE,GS07FP0084,PW0041,144.45,144.45,144.45,144.45
9700_9700_SPE3SU21FGQHU_0_SPE30021DSA67_0,CONT_AWD_SPE3SU21FGQHU_9700_SPE30021DSA67_9700,SPE3SU21FGQHU,0,0,9700,DEPT OF DEFENSE,SPE30021DSA67,0,404.44,404.44,404.44,404.44
9700_9700_SPE2DV21FLLQX_0_SPE2DV17D8503_0,CONT_AWD_SPE2DV21FLLQX_9700_SPE2DV17D8503_9700,SPE2DV21FLLQX,0,0,9700,DEPT OF DEFENSE,SPE2DV17D8503,0,32.84,32.84,32.84,32.84
4732_4732_47QSCC21F21X0_0_47QSCC19A0003_0,CONT_AWD_47QSCC21F21X0_4732_47QSCC19A0003_4732,47QSCC21F21X0,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC19A0003,PS0006,159.44,159.44,159.44,159.44
9700_9700_SPE4A621FAJZY_0_SPE4AX16D9008_0,CONT_AWD_SPE4A621FAJZY_9700_SPE4AX16D9008_9700,SPE4A621FAJZY,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,26.74,26.74,26.74,26.74
4732_-NONE-_47QSWA21P0AEL_0_-NONE-_0,CONT_AWD_47QSWA21P0AEL_4732_-NONE-_-NONE-,47QSWA21P0AEL,0,0,,,,,24.28,24.28,24.28,24.28
9700_9700_SPE2D621F40SG_0_SPE2DE18D7001_0,CONT_AWD_SPE2D621F40SG_9700_SPE2DE18D7001_9700,SPE2D621F40SG,0,0,9700,DEPT OF DEFENSE,SPE2DE18D7001,0,11154.9,11154.9,11154.9,11154.9
9700_9700_SPE30021F6DS0_0_SPE30020DA025_0,CONT_AWD_SPE30021F6DS0_9700_SPE30020DA025_9700,SPE30021F6DS0,0,0,9700,DEPT OF DEFENSE,SPE30020DA025,0,55.64,55.64,55.64,55.64
4732_4732_47QSEA21F0SFL_0_47QSEA18C001J_0,CONT_AWD_47QSEA21F0SFL_4732_47QSEA18C001J_4732,47QSEA21F0SFL,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA18C001J,0,57.45,57.45,57.45,57.45
9700_9700_SPE3SU21F14SG_0_SPE30019DSA50_0,CONT_AWD_SPE3SU21F14SG_9700_SPE30019DSA50_9700,SPE3SU21F14SG,0,0,9700,DEPT OF DEFENSE,SPE30019DSA50,0,245.97,245.97,245.97,245.97
9700_-NONE-_SPE4A021V0248_0_-NONE-_0,CONT_AWD_SPE4A021V0248_9700_-NONE-_-NONE-,SPE4A021V0248,0,0,,,,,393.12,393.12,393.12,393.12
9700_9700_SPE2DV21FUR29_0_SPE2DV17D7002_0,CONT_AWD_SPE2DV21FUR29_9700_SPE2DV17D7002_9700,SPE2DV21FUR29,0,0,9700,DEPT OF DEFENSE,SPE2DV17D7002,0,304,304,304,304
9700_9700_SPE7L121F541K_0_SPE7LX16D0072_0,CONT_AWD_SPE7L121F541K_9700_SPE7LX16D0072_9700,SPE7L121F541K,0,0,9700,DEPT OF DEFENSE,SPE7LX16D0072,0,2410.76,2410.76,2410.76,2410.76
4732_4732_47QSCC21F0AB3_0_47QSCC20A0005_0,CONT_AWD_47QSCC21F0AB3_4732_47QSCC20A0005_4732,47QSCC21F0AB3,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC20A0005,PS0001,53.22,53.22,53.22,53.22
9700_-NONE-_SPE7M521V7401_0_-NONE-_0,CONT_AWD_SPE7M521V7401_9700_-NONE-_-NONE-,SPE7M521V7401,0,0,,,,,1436.72,1436.72,1436.72,1436.72
9700_9700_W91YTZ20F0280_P00002_W81K0417D0012_0,CONT_AWD_W91YTZ20F0280_9700_W81K0417D0012_9700,W91YTZ20F0280,P00002,0,9700,DEPT OF DEFENSE,W81K0417D0012,P00007,99000,492666,0,492666
2041_4732_2031ZB21F00082_0_47QTCA19D009S_0,CONT_AWD_2031ZB21F00082_2041_47QTCA19D009S_4732,2031ZB21F00082,0,0,4732,FEDERAL ACQUISITION SERVICE,47QTCA19D009S,PA0003,13424428.57,13424428.57,13424428.57,13424428.57
9700_-NONE-_N0042120P0532_P00001_-NONE-_0,CONT_AWD_N0042120P0532_9700_-NONE-_-NONE-,N0042120P0532,P00001,0,,,,,0,11255.61,0,11255.61
4732_4732_47QSWA21F1A0U_0_GS07FHA003_0,CONT_AWD_47QSWA21F1A0U_4732_GS07FHA003_4732,47QSWA21F1A0U,0,0,4732,FEDERAL ACQUISITION SERVICE,GS07FHA003,PO0004,259.35,259.35,259.35,259.35
9700_9700_SPE2DV21FY1HQ_0_SPE2DV17D6001_0,CONT_AWD_SPE2DV21FY1HQ_9700_SPE2DV17D6001_9700,SPE2DV21FY1HQ,0,0,9700,DEPT OF DEFENSE,SPE2DV17D6001,0,175.27,175.27,175.27,175.27
9700_4730_W52P1J15F0009_P00019_GS10F0229J_1,CONT_AWD_W52P1J15F0009_9700_GS10F0229J_4730,W52P1J15F0009,P00019,1,4730,FEDERAL ACQUISITION SERVICE,GS10F0229J,PA0038ADDRESSCHG,0,14568886.74,0,14568886.74
9700_9700_SPE3SU21F7TBU_0_SPE30018DS320_0,CONT_AWD_SPE3SU21F7TBU_9700_SPE30018DS320_9700,SPE3SU21F7TBU,0,0,9700,DEPT OF DEFENSE,SPE30018DS320,0,225.26,225.26,225.26,225.26
9700_9700_SPE2DV21F0EDP_0_SPE2DV17D1047_0,CONT_AWD_SPE2DV21F0EDP_9700_SPE2DV17D1047_9700,SPE2DV21F0EDP,0,0,9700,DEPT OF DEFENSE,SPE2DV17D1047,0,864.12,864.12,864.12,864.12
9700_9700_SPE2DX21F9J7J_0_SPE2DX15D3007_0,CONT_AWD_SPE2DX21F9J7J_9700_SPE2DX15D3007_9700,SPE2DX21F9J7J,0,0,9700,DEPT OF DEFENSE,SPE2DX15D3007,0,18.3,18.3,18.3,18.3
9700_9700_SPE8E321FB2R7_0_SPE8E320D0004_0,CONT_AWD_SPE8E321FB2R7_9700_SPE8E320D0004_9700,SPE8E321FB2R7,0,0,9700,DEPT OF DEFENSE,SPE8E320D0004,0,41.32,41.32,41.32,41.32
