contract_transaction_unique_key,contract_award_unique_key,award_id_piid,modification_number,transaction_number,parent_award_agency_id,parent_award_agency_name,parent_award_id_piid,parent_award_modification_number,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award
9700_9700_SPE2DX21FEPUZ_0_SPE2DX19D5041_0,CONT_AWD_SPE2DX21FEPUZ_9700_SPE2DX19D5041_9700,SPE2DX21FEPUZ,0,0,9700,DEPT OF DEFENSE,SPE2DX19D5041,0,386.69,386.69,386.69,386.69
9700_9700_SPE3SU21F693Z_0_SPE30018DS335_0,CONT_AWD_SPE3SU21F693Z_9700_SPE30018DS335_9700,SPE3SU21F693Z,0,0,9700,DEPT OF DEFENSE,SPE30018DS335,0,620.34,620.34,620.34,620.34
4732_4732_47QMCA21F03NX_0_47QMCA20D004B_0,CONT_AWD_47QMCA21F03NX_4732_47QMCA20D004B_4732,47QMCA21F03NX,0,0,4732,FEDERAL ACQUISITION SERVICE,47QMCA20D004B,0,177625,177625,177625,177625
4732_4732_47QSCC21F4BLQ_0_47QSCC21A0001_0,CONT_AWD_47QSCC21F4BLQ_4732_47QSCC21A0001_4732,47QSCC21F4BLQ,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC21A0001,PS0001,18319.2,18319.2,18319.2,18319.2
9700_9700_SPE4A221F6549_0_SPE4AX19D9438_0,CONT_AWD_SPE4A221F6549_9700_SPE4AX19D9438_9700,SPE4A221F6549,0,0,9700,DEPT OF DEFENSE,SPE4AX19D9438,0,4598.3,4598.3,4598.3,4598.3
12H2_-NONE-_12405B21P0112_0_-NONE-_0,CONT_AWD_12405B21P0112_12H2_-NONE-_-NONE-,12405B21P0112,0,0,,,,,11980.8,11980.8,11980.8,11980.8
4732_4732_GSFMNJRZ734717_P00001_GS07FGA086_0,CONT_AWD_GSFMNJRZ734717_4732_GS07FGA086_4732,GSFMNJRZ734717,P00001,0,4732,FEDERAL ACQUISITION SERVICE,GS07FGA086,0,-3994.5,0,-3994.5,0
7529_-NONE-_HHSN275201700002C_P00015_-NONE-_0,CONT_AWD_HHSN275201700002C_7529_-NONE-_-NONE-,HHSN275201700002C,P00015,0,,,,,6345402.87,33003900.87,6345402.87,33003900.87
9700_9700_SPE3SU21F3B9Z_0_SPE30020DS740_0,CONT_AWD_SPE3SU21F3B9Z_9700_SPE30020DS740_9700,SPE3SU21F3B9Z,0,0,9700,DEPT OF DEFENSE,SPE30020DS740,0,786.16,786.16,786.16,786.16
9700_9700_SPE8ES21F89L2_0_SPE8EG19D0103_0,CONT_AWD_SPE8ES21F89L2_9700_SPE8EG19D0103_9700,SPE8ES21F89L2,0,0,9700,DEPT OF DEFENSE,SPE8EG19D0103,0,73.1,73.1,73.1,73.1
9700_9700_SPE30021F5X6A_0_SPE30020D3275_0,CONT_AWD_SPE30021F5X6A_9700_SPE30020D3275_9700,SPE30021F5X6A,0,0,9700,DEPT OF DEFENSE,SPE30020D3275,0,2745,2745,2745,2745
9700_9700_SPE2DB21FF46R_0_SPE2DB20D1047_0,CONT_AWD_SPE2DB21FF46R_9700_SPE2DB20D1047_9700,SPE2DB21FF46R,0,0,9700,DEPT OF DEFENSE,SPE2DB20D1047,0,58.5,58.5,58.5,58.5
4732_4732_47QSHA21F36SG_0_47QSHA21D0019_0,CONT_AWD_47QSHA21F36SG_4732_47QSHA21D0019_4732,47QSHA21F36SG,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSHA21D0019,0,1591.14,1591.14,1591.14,1591.14
4732_4732_47QSCC21F44X6_0_47QSCC20D0011_0,CONT_AWD_47QSCC21F44X6_4732_47QSCC20D0011_4732,47QSCC21F44X6,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC20D0011,0,93.2,93.2,93.2,93.2
9700_9700_SPE7L121F528W_0_SPE7LX19D0029_0,CONT_AWD_SPE7L121F528W_9700_SPE7LX19D0029_9700,SPE7L121F528W,0,0,9700,DEPT OF DEFENSE,SPE7LX19D0029,0,1072.09,1072.09,1072.09,1072.09
4732_4732_47QSCC21F42B7_0_47QSCC21A0001_0,CONT_AWD_47QSCC21F42B7_4732_47QSCC21A0001_4732,47QSCC21F42B7,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC21A0001,0,140.1,140.1,140.1,140.1
9700_-NONE-_W91YTZ16P0550_P00001_-NONE-_0,CONT_AWD_W91YTZ16P0550_9700_-NONE-_-NONE-,W91YTZ16P0550,P00001,0,,,,,-10413,5717.7,-10413,5717.7
4732_4732_47QSWA21F738D_0_47QSWA20A0012_0,CONT_AWD_47QSWA21F738D_4732_47QSWA20A0012_4732,47QSWA21F738D,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA20A0012,0,50,50,50,50
9700_9700_SPE30021F6WFB_0_SPE30019DA036_0,CONT_AWD_SPE30021F6WFB_9700_SPE30019DA036_9700,SPE30021F6WFB,0,0,9700,DEPT OF DEFENSE,SPE30019DA036,0,16771.53,16771.53,16771.53,16771.53
4732_4732_47QSHA21F2BE5_0_GS06Q16GVAM022_0,CONT_AWD_47QSHA21F2BE5_4732_GS06Q16GVAM022_4732,47QSHA21F2BE5,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q16GVAM022,PS0021,268.15,268.15,268.15,268.15
9700_9700_SPE2DX21FV0JY_0_SPE2DX15D2206_0,CONT_AWD_SPE2DX21FV0JY_9700_SPE2DX15D2206_9700,SPE2DX21FV0JY,0,0,9700,DEPT OF DEFENSE,SPE2DX15D2206,0,50288.54,50288.54,50288.54,50288.54
9700_-NONE-_SPE4A618D6880_P00004_-NONE-_-NONE-,CONT_IDV_SPE4A618D6880_9700,SPE4A618D6880,P00004,,,,,,0,0,,
4732_4732_47QSHA21F32GN_0_GS06Q16GVAM024_0,CONT_AWD_47QSHA21F32GN_4732_GS06Q16GVAM024_4732,47QSHA21F32GN,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q16GVAM024,PS0018,61.28,61.28,61.28,61.28
9700_-NONE-_SPE4A621V5024_P00001_-NONE-_0,CONT_AWD_SPE4A621V5024_9700_-NONE-_-NONE-,SPE4A621V5024,P00001,0,,,,,-554.6,0,-554.6,0
9700_9700_SPE30021F0WB5_0_SPE30020DP358_0,CONT_AWD_SPE30021F0WB5_9700_SPE30020DP358_9700,SPE30021F0WB5,0,0,9700,DEPT OF DEFENSE,SPE30020DP358,0,289.15,289.15,289.15,289.15
9700_-NONE-_SPE7L321V8038_0_-NONE-_0,CONT_AWD_SPE7L321V8038_9700_-NONE-_-NONE-,SPE7L321V8038,0,0,,,,,16.5,16.5,16.5,16.5
9700_9700_SPE60721FFU4K_0_SPE60718D0073_0,CONT_AWD_SPE60721FFU4K_9700_SPE60718D0073_9700,SPE60721FFU4K,0,0,9700,DEPT OF DEFENSE,SPE60718D0073,0,6168.36,6168.36,6168.36,6168.36
7527_7527_75H71221F28005_0_75H71218D00009_0,CONT_AWD_75H71221F28005_7527_75H71218D00009_7527,75H71221F28005,0,0,7527,INDIAN HEALTH SERVICE,75H71218D00009,0,32290,32290,32290,32290
9700_4732_FA850120F0003_P00007_GS06Q17BQDS215_0,CONT_AWD_FA850120F0003_9700_GS06Q17BQDS215_4732,FA850120F0003,P00007,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q17BQDS215,PA0005,9124.64,1550092.52,9124.64,1550092.52
9700_9700_SPE8ES21F59YZ_0_SPE8EG19D0103_0,CONT_AWD_SPE8ES21F59YZ_9700_SPE8EG19D0103_9700,SPE8ES21F59YZ,0,0,9700,DEPT OF DEFENSE,SPE8EG19D0103,0,253.19,253.19,253.19,253.19
4732_4732_47QSHA21F3PTS_0_GS06Q16GVAM022_0,CONT_AWD_47QSHA21F3PTS_4732_GS06Q16GVAM022_4732,47QSHA21F3PTS,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q16GVAM022,PS0021,389.03,389.03,389.03,389.03
9700_9700_SPE2DX21F0S45_0_SPE2DX15D0019_0,CONT_AWD_SPE2DX21F0S45_9700_SPE2DX15D0019_9700,SPE2DX21F0S45,0,0,9700,DEPT OF DEFENSE,SPE2DX15D0019,0,35.84,35.84,35.84,35.84
9700_9700_SPE2DY21F4020_0_SPE2DV17D8000_0,CONT_AWD_SPE2DY21F4020_9700_SPE2DV17D8000_9700,SPE2DY21F4020,0,0,9700,DEPT OF DEFENSE,SPE2DV17D8000,0,61.83,61.83,61.83,61.83
9700_-NONE-_SPE7M520P5156_P00001_-NONE-_0,CONT_AWD_SPE7M520P5156_9700_-NONE-_-NONE-,SPE7M520P5156,P00001,0,,,,,-170.5,7075.75,-170.5,7075.75
4732_4732_47QSEA21F8TEN_0_47QSEA18C001J_0,CONT_AWD_47QSEA21F8TEN_4732_47QSEA18C001J_4732,47QSEA21F8TEN,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA18C001J,0,7053.2,7053.2,7053.2,7053.2
9700_-NONE-_N6247320D0042_P00005_-NONE-_-NONE-,CONT_IDV_N6247320D0042_9700,N6247320D0042,P00005,,,,,,0,0,,
4732_4730_47QSWA21F62RP_0_GS07FW0013_0,CONT_AWD_47QSWA21F62RP_4732_GS07FW0013_4730,47QSWA21F62RP,0,0,4730,FEDERAL ACQUISITION SERVICE,GS07FW0013,PS0011DUNCCHG,154.7,154.7,154.7,154.7
4732_4732_47QSMA21F19HE_0_47QSMA20A08N5_0,CONT_AWD_47QSMA21F19HE_4732_47QSMA20A08N5_4732,47QSMA21F19HE,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSMA20A08N5,PO0001,2316,2316,2316,2316
4732_4732_47QMCA21F0PTR_0_47QMCA19D000V_0,CONT_AWD_47QMCA21F0PTR_4732_47QMCA19D000V_4732,47QMCA21F0PTR,0,0,4732,FEDERAL ACQUISITION SERVICE,47QMCA19D000V,0,25540,25540,25540,25540
4732_4732_47QSWA20F55NQ_P00001_47QSWA19A001A_0,CONT_AWD_47QSWA20F55NQ_4732_47QSWA19A001A_4732,47QSWA20F55NQ,P00001,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA19A001A,0,-165.96,248.94,-165.96,248.94
9700_9700_SPE3SU21F1N3P_0_SPE30018DSA35_0,CONT_AWD_SPE3SU21F1N3P_9700_SPE30018DSA35_9700,SPE3SU21F1N3P,0,0,9700,DEPT OF DEFENSE,SPE30018DSA35,0,288.28,288.28,288.28,288.28
9700_-NONE-_N0042121P0400_0_-NONE-_0,CONT_AWD_N0042121P0400_9700_-NONE-_-NONE-,N0042121P0400,0,0,,,,,14905,14905,14905,14905
9700_9700_SPE8EX21FJ1WM_0_SPE8EH19D0019_0,CONT_AWD_SPE8EX21FJ1WM_9700_SPE8EH19D0019_9700,SPE8EX21FJ1WM,0,0,9700,DEPT OF DEFENSE,SPE8EH19D0019,0,100525.37,100525.37,100525.37,100525.37
9700_9700_SPE2DX21FU9KF_0_SPE2DX15D2206_0,CONT_AWD_SPE2DX21FU9KF_9700_SPE2DX15D2206_9700,SPE2DX21FU9KF,0,0,9700,DEPT OF DEFENSE,SPE2DX15D2206,0,19562.05,19562.05,19562.05,19562.05
9700_9700_SPE30021F33MK_0_SPE30020D3261_0,CONT_AWD_SPE30021F33MK_9700_SPE30020D3261_9700,SPE30021F33MK,0,0,9700,DEPT OF DEFENSE,SPE30020D3261,0,3258.91,3258.91,3258.91,3258.91
3600_-NONE-_36C24221P1523_0_-NONE-_0,CONT_AWD_36C24221P1523_3600_-NONE-_-NONE-,36C24221P1523,0,0,,,,,21500,21500,21500,21500
9700_9700_SPE3SU21FFW87_0_SPE30017DS305_0,CONT_AWD_SPE3SU21FFW87_9700_SPE30017DS305_9700,SPE3SU21FFW87,0,0,9700,DEPT OF DEFENSE,SPE30017DS305,0,245.15,245.15,245.15,245.15
9700_9700_SPE3SU21F8T7N_0_SPE30020DS353_0,CONT_AWD_SPE3SU21F8T7N_9700_SPE30020DS353_9700,SPE3SU21F8T7N,0,0,9700,DEPT OF DEFENSE,SPE30020DS353,0,1255.86,1255.86,1255.86,1255.86
9700_9700_SP47W121F962K_0_SP47W119D0008_0,CONT_AWD_SP47W121F962K_9700_SP47W119D0008_9700,SP47W121F962K,0,0,9700,DEPT OF DEFENSE,SP47W119D0008,0,33.84,33.84,33.84,33.84
9700_9700_N6523621F0551_0_N6523620D8024_0,CONT_AWD_N6523621F0551_9700_N6523620D8024_9700,N6523621F0551,0,0,9700,DEPT OF DEFENSE,N6523620D8024,0,300000,300000,377404.17,377404.17
4732_4732_47QSWA21F19JP_0_47QSWA20A0012_0,CONT_AWD_47QSWA21F19JP_4732_47QSWA20A0012_4732,47QSWA21F19JP,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA20A0012,0,648,648,648,648
9700_-NONE-_N0010421PDB13_0_-NONE-_0,CONT_AWD_N0010421PDB13_9700_-NONE-_-NONE-,N0010421PDB13,0,0,,,,,3632.02,3632.02,3632.02,3632.02
9700_9700_SPE3SU21F0UCV_0_SPE30018DS320_0,CONT_AWD_SPE3SU21F0UCV_9700_SPE30018DS320_9700,SPE3SU21F0UCV,0,0,9700,DEPT OF DEFENSE,SPE30018DS320,0,197.95,197.95,197.95,197.95
1540_-NONE-_15BDUB21PWA110003_0_-NONE-_0,CONT_AWD_15BDUB21PWA110003_1540_-NONE-_-NONE-,15BDUB21PWA110003,0,0,,,,,33484.05,33484.05,33484.05,33484.05
9700_9700_SPE2DV21FN7UX_0_SPE2DV17D2002_0,CONT_AWD_SPE2DV21FN7UX_9700_SPE2DV17D2002_9700,SPE2DV21FN7UX,0,0,9700,DEPT OF DEFENSE,SPE2DV17D2002,0,288.76,288.76,288.76,288.76
9700_9700_N6449820F4063_P00005_N6449819D4028_0,CONT_AWD_N6449820F4063_9700_N6449819D4028_9700,N6449820F4063,P00005,0,9700,DEPT OF DEFENSE,N6449819D4028,0,2017173.43,15195319.58,2017173.43,15195319.58
9700_9700_SPE60721FE50U_0_SPE60719D0013_0,CONT_AWD_SPE60721FE50U_9700_SPE60719D0013_9700,SPE60721FE50U,0,0,9700,DEPT OF DEFENSE,SPE60719D0013,0,897.53,897.53,897.53,897.53
4732_4732_47QSEA21F6HN9_0_47QSEA21D0006_0,CONT_AWD_47QSEA21F6HN9_4732_47QSEA21D0006_4732,47QSEA21F6HN9,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA21D0006,0,269.36,269.36,269.36,269.36
9700_9700_SPE8ES21F49NZ_0_SPE8EG19D0103_0,CONT_AWD_SPE8ES21F49NZ_9700_SPE8EG19D0103_9700,SPE8ES21F49NZ,0,0,9700,DEPT OF DEFENSE,SPE8EG19D0103,0,96.12,96.12,96.12,96.12
9700_-NONE-_N4215821PE296_0_-NONE-_0,CONT_AWD_N4215821PE296_9700_-NONE-_-NONE-,N4215821PE296,0,0,,,,,227.95,227.95,227.95,227.95
9700_-NONE-_FA864921P1269_0_-NONE-_0,CONT_AWD_FA864921P1269_9700_-NONE-_-NONE-,FA864921P1269,0,0,,,,,49989,49989,49989,49989
9700_9700_SPE2DX21FVXV0_0_SPE2DX15D7062_0,CONT_AWD_SPE2DX21FVXV0_9700_SPE2DX15D7062_9700,SPE2DX21FVXV0,0,0,9700,DEPT OF DEFENSE,SPE2DX15D7062,0,20873.27,20873.27,20873.27,20873.27
9700_9700_SPE7LX21FALJU_0_SPE7M121D0002_0,CONT_AWD_SPE7LX21FALJU_9700_SPE7M121D0002_9700,SPE7LX21FALJU,0,0,9700,DEPT OF DEFENSE,SPE7M121D0002,0,17.97,17.97,17.97,17.97
9700_9700_SPE8ES21F877A_0_SPE8EG19D0103_0,CONT_AWD_SPE8ES21F877A_9700_SPE8EG19D0103_9700,SPE8ES21F877A,0,0,9700,DEPT OF DEFENSE,SPE8EG19D0103,0,59.01,59.01,59.01,59.01
4732_4732_47QSCC21F251E_0_47QSCC19A0003_0,CONT_AWD_47QSCC21F251E_4732_47QSCC19A0003_4732,47QSCC21F251E,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC19A0003,PS0006,28753,28753,28753,28753
4732_-NONE-_47QSWA21P0ZFH_0_-NONE-_0,CONT_AWD_47QSWA21P0ZFH_4732_-NONE-_-NONE-,47QSWA21P0ZFH,0,0,,,,,41.5,41.5,41.5,41.5
4732_4732_47QSCC21F0T4X_0_47QSCC20A0004_0,CONT_AWD_47QSCC21F0T4X_4732_47QSCC20A0004_4732,47QSCC21F0T4X,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC20A0004,0,42.83,42.83,42.83,42.83
4732_4732_47QSHA21F4FGY_0_47QSHA18C0002_0,CONT_AWD_47QSHA21F4FGY_4732_47QSHA18C0002_4732,47QSHA21F4FGY,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSHA18C0002,AO0019,12.54,12.54,12.54,12.54
9700_-NONE-_SPE7M121P6293_0_-NONE-_0,CONT_AWD_SPE7M121P6293_9700_-NONE-_-NONE-,SPE7M121P6293,0,0,,,,,554,554,554,554
9700_9700_SPE30021F1ZCS_0_SPE30020D3280_0,CONT_AWD_SPE30021F1ZCS_9700_SPE30020D3280_9700,SPE30021F1ZCS,0,0,9700,DEPT OF DEFENSE,SPE30020D3280,0,272.52,272.52,272.52,272.52
9700_9700_SPE30021F2LE7_0_SPE30020DW637_0,CONT_AWD_SPE30021F2LE7_9700_SPE30020DW637_9700,SPE30021F2LE7,0,0,9700,DEPT OF DEFENSE,SPE30020DW637,0,96.2,96.2,96.2,96.2
3600_-NONE-_36E77619C0063_P00005_-NONE-_0,CONT_AWD_36E77619C0063_3600_-NONE-_-NONE-,36E77619C0063,P00005,0,,,,,25871.78,2416882.3,25871.78,2416882.3
9700_-NONE-_SPE7L121V6507_0_-NONE-_0,CONT_AWD_SPE7L121V6507_9700_-NONE-_-NONE-,SPE7L121V6507,0,0,,,,,319.48,319.48,319.48,319.48
9700_9700_SPE2D621F1JJK_0_SPE2DE19D0001_0,CONT_AWD_SPE2D621F1JJK_9700_SPE2DE19D0001_9700,SPE2D621F1JJK,0,0,9700,DEPT OF DEFENSE,SPE2DE19D0001,0,87.35,87.35,87.35,87.35
9700_9700_SPE3SU21F1HQU_0_SPE30019DSA44_0,CONT_AWD_SPE3SU21F1HQU_9700_SPE30019DSA44_9700,SPE3SU21F1HQU,0,0,9700,DEPT OF DEFENSE,SPE30019DSA44,0,390.36,390.36,390.36,390.36
9700_9700_SPE3SU21FGUF1_0_SPE30021DS369_0,CONT_AWD_SPE3SU21FGUF1_9700_SPE30021DS369_9700,SPE3SU21FGUF1,0,0,9700,DEPT OF DEFENSE,SPE30021DS369,0,33.9,33.9,33.9,33.9
1501_1501_15JA2719F00000008_P00002_DJJ16PSSV2676_0,CONT_AWD_15JA2719F00000008_1501_DJJ16PSSV2676_1501,15JA2719F00000008,P00002,0,1501,"OFFICES, BOARDS AND DIVISIONS",DJJ16PSSV2676,0,-48.82,8782.36,-5217.64,8782.36
9700_9700_SPE3SU21FKX5M_0_SPE30020DS353_0,CONT_AWD_SPE3SU21FKX5M_9700_SPE30020DS353_9700,SPE3SU21FKX5M,0,0,9700,DEPT OF DEFENSE,SPE30020DS353,0,786.6,786.6,786.6,786.6
9700_9700_SPE7MX21F3205_0_SPE7MX20D0008_0,CONT_AWD_SPE7MX21F3205_9700_SPE7MX20D0008_9700,SPE7MX21F3205,0,0,9700,DEPT OF DEFENSE,SPE7MX20D0008,0,1447.2,1447.2,1447.2,1447.2
9700_9700_SPE2D621F0KEB_0_SPE2DE19D0004_0,CONT_AWD_SPE2D621F0KEB_9700_SPE2DE19D0004_9700,SPE2D621F0KEB,0,0,9700,DEPT OF DEFENSE,SPE2DE19D0004,0,1082417.58,1082417.58,1082417.58,1082417.58
3600_-NONE-_36C25621P0824_0_-NONE-_0,CONT_AWD_36C25621P0824_3600_-NONE-_-NONE-,36C25621P0824,0,0,,,,,13571.13,13571.13,13571.13,13571.13
4732_4732_47QSHA21F03HS_0_GS06Q16GVAM022_0,CONT_AWD_47QSHA21F03HS_4732_GS06Q16GVAM022_4732,47QSHA21F03HS,0,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q16GVAM022,PS0021,391.32,391.32,391.32,391.32
4732_4730_47QSWA21F31MJ_0_GS07FP0084_0,CONT_AWD_47QSWA21F31MJ_4732_GS07FP0084_4730,47QSWA21F31MJ,0,0,4730,FEDERAL ACQUISITION SERVICE,GS07FP0084,PW0041,33.06,33.06,33.06,33.06
9700_4732_FA850120F0003_P00005_GS06Q17BQDS215_0,CONT_AWD_FA850120F0003_9700_GS06Q17BQDS215_4732,FA850120F0003,P00005,0,4732,FEDERAL ACQUISITION SERVICE,GS06Q17BQDS215,PA0005,1485588.24,3090131.76,1485588.24,3090131.76
9700_9700_SPE4A721F0255_0_SPE4A219D5083_0,CONT_AWD_SPE4A721F0255_9700_SPE4A219D5083_9700,SPE4A721F0255,0,0,9700,DEPT OF DEFENSE,SPE4A219D5083,0,18396,18396,18396,18396
9700_9700_SPE4A621FALZ2_0_SPE4AX16D9010_0,CONT_AWD_SPE4A621FALZ2_9700_SPE4AX16D9010_9700,SPE4A621FALZ2,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9010,0,104.4,104.4,104.4,104.4
9700_9700_SPE2DX21F9XE6_0_SPE2DX15D3018_0,CONT_AWD_SPE2DX21F9XE6_9700_SPE2DX15D3018_9700,SPE2DX21F9XE6,0,0,9700,DEPT OF DEFENSE,SPE2DX15D3018,0,115.8,115.8,115.8,115.8
9700_9700_SPE60721FCCT3_0_SPE60719D0121_0,CONT_AWD_SPE60721FCCT3_9700_SPE60719D0121_9700,SPE60721FCCT3,0,0,9700,DEPT OF DEFENSE,SPE60719D0121,0,1948.9,1948.9,1948.9,1948.9
9700_-NONE-_SPE7L021P1522_0_-NONE-_0,CONT_AWD_SPE7L021P1522_9700_-NONE-_-NONE-,SPE7L021P1522,0,0,,,,,17023,0,17023,0
9700_-NONE-_SPE8E421V0483_0_-NONE-_0,CONT_AWD_SPE8E421V0483_9700_-NONE-_-NONE-,SPE8E421V0483,0,0,,,,,599.25,599.25,599.25,599.25
9700_-NONE-_SPE5E821V0235_0_-NONE-_0,CONT_AWD_SPE5E821V0235_9700_-NONE-_-NONE-,SPE5E821V0235,0,0,,,,,3367.28,3367.28,3367.28,3367.28
9700_9700_SPE7M221FAEYR_0_SPE4AX16D9008_0,CONT_AWD_SPE7M221FAEYR_9700_SPE4AX16D9008_9700,SPE7M221FAEYR,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,20.79,20.79,20.79,20.79
3355_3355_33301121FFT0003_0_NGA14IDC1243DR_0,CONT_AWD_33301121FFT0003_3355_NGA14IDC1243DR_3355,33301121FFT0003,0,0,3355,NATIONAL GALLERY OF ART,NGA14IDC1243DR,0,63629,63629,63629,63629
9700_9700_SPE2D621F9SV4_0_SPE2DE19D0010_0,CONT_AWD_SPE2D621F9SV4_9700_SPE2DE19D0010_9700,SPE2D621F9SV4,0,0,9700,DEPT OF DEFENSE,SPE2DE19D0010,0,4.48,4.48,4.48,4.48
9700_-NONE-_N0010421PND06_0_-NONE-_0,CONT_AWD_N0010421PND06_9700_-NONE-_-NONE-,N0010421PND06,0,0,,,,,400000,400000,400000,400000
9700_9700_SPE2D521F0819_0_SPE2D120D7005_0,CONT_AWD_SPE2D521F0819_9700_SPE2D120D7005_9700,SPE2D521F0819,0,0,9700,DEPT OF DEFENSE,SPE2D120D7005,0,880,880,880,880
9700_9700_FA873021F0208_0_HC102818A0001_0,CONT_AWD_FA873021F0208_9700_HC102818A0001_9700,FA873021F0208,0,0,9700,DEPT OF DEFENSE,HC102818A0001,P00007,37155.67,37155.67,37155.67,37155.67
9700_-NONE-_SPE4A621V314C_0_-NONE-_0,CONT_AWD_SPE4A621V314C_9700_-NONE-_-NONE-,SPE4A621V314C,0,0,,,,,3555.2,3555.2,3555.2,3555.2
4732_4732_47QSCC21F4TWQ_0_47QSCC20A0005_0,CONT_AWD_47QSCC21F4TWQ_4732_47QSCC20A0005_4732,47QSCC21F4TWQ,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC20A0005,PS0001,2136.01,2136.01,2136.01,2136.01
9700_9700_SPE2DX21F58V4_0_SPE2DX15D1205_0,CONT_AWD_SPE2DX21F58V4_9700_SPE2DX15D1205_9700,SPE2DX21F58V4,0,0,9700,DEPT OF DEFENSE,SPE2DX15D1205,0,1024.3,1024.3,1024.3,1024.3
9700_9700_SPE30021F523B_0_SPE30020DV374_0,CONT_AWD_SPE30021F523B_9700_SPE30020DV374_9700,SPE30021F523B,0,0,9700,DEPT OF DEFENSE,SPE30020DV374,0,41.28,41.28,41.28,41.28
9700_9700_SPE3SU21FCZ06_0_SPE30019DS344_0,CONT_AWD_SPE3SU21FCZ06_9700_SPE30019DS344_9700,SPE3SU21FCZ06,0,0,9700,DEPT OF DEFENSE,SPE30019DS344,0,1146.5,1146.5,1146.5,1146.5
9700_9700_SPE7MX21FA3W3_0_SPE7MX16D0046_0,CONT_AWD_SPE7MX21FA3W3_9700_SPE7MX16D0046_9700,SPE7MX21FA3W3,0,0,9700,DEPT OF DEFENSE,SPE7MX16D0046,0,17.88,17.88,17.88,17.88
3600_-NONE-_36E77619C0063_P00002_-NONE-_0,CONT_AWD_36E77619C0063_3600_-NONE-_-NONE-,36E77619C0063,P00002,0,,,,,51962.21,2321072.75,51962.21,2321072.75
9700_9700_N0025321F5027_0_N0025321D0002_0,CONT_AWD_N0025321F5027_9700_N0025321D0002_9700,N0025321F5027,0,0,9700,DEPT OF DEFENSE,N0025321D0002,0,4631701,4631701,4631701,4631701
9700_9700_N6264521F0200_0_N6264520D5021_0,CONT_AWD_N6264521F0200_9700_N6264520D5021_9700,N6264521F0200,0,0,9700,DEPT OF DEFENSE,N6264520D5021,0,161640,161640,161640,161640
4732_4732_47QSCC21F3KZR_0_47QSCC18D0001_0,CONT_AWD_47QSCC21F3KZR_4732_47QSCC18D0001_4732,47QSCC21F3KZR,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC18D0001,PS0010,13.18,13.18,13.18,13.18
9700_9700_SPE2D621F71XR_0_SPE2DE18D0010_0,CONT_AWD_SPE2D621F71XR_9700_SPE2DE18D0010_9700,SPE2D621F71XR,0,0,9700,DEPT OF DEFENSE,SPE2DE18D0010,0,93.3,93.3,93.3,93.3
9700_9700_SPE2D821FBY23_0_SPM2DX13D1000_0,CONT_AWD_SPE2D821FBY23_9700_SPM2DX13D1000_9700,SPE2D821FBY23,0,0,9700,DEPT OF DEFENSE,SPM2DX13D1000,0,3094.18,3094.18,3094.18,3094.18
9700_9700_SPE3SU21FETUF_0_SPE30020DS353_0,CONT_AWD_SPE3SU21FETUF_9700_SPE30020DS353_9700,SPE3SU21FETUF,0,0,9700,DEPT OF DEFENSE,SPE30020DS353,0,719.75,719.75,719.75,719.75
4732_-NONE-_47QSHA21P09PU_0_-NONE-_0,CONT_AWD_47QSHA21P09PU_4732_-NONE-_-NONE-,47QSHA21P09PU,0,0,,,,,47222.5,47222.5,47222.5,47222.5
4732_4732_47QSWA21F3SVA_0_47QSWA21T0003_0,CONT_AWD_47QSWA21F3SVA_4732_47QSWA21T0003_4732,47QSWA21F3SVA,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA21T0003,0,29.7,29.7,29.7,29.7
9700_9700_SPE3SU21F7X1C_0_SPE30020DS353_0,CONT_AWD_SPE3SU21F7X1C_9700_SPE30020DS353_9700,SPE3SU21F7X1C,0,0,9700,DEPT OF DEFENSE,SPE30020DS353,0,862.75,862.75,862.75,862.75
